strategy,symbol,isin,signal_date,entry_date,entry_price,exit_date,exit_price,side,gross_return,estimated_cost,net_return,capital_before,pnl,capital_after,date,series,open,high,low,close,last_price,previous_close,volume,traded_value,circuit_like_flag,scaled_modeled_notional,scaled_notional_div_daily_value,research_notional_div_daily_value,one_paise_fraction_of_entry,official_close_differs_from_last,eligible_same_day_intraday_by_series
gap_fade_050,SITINET,INE965H01011,2026-01-29,2026-01-29,0.34,2026-01-29,0.33,SHORT,0.02941176470588236,0.002,0.027411764705882358,392055.5257780204,10746.93382426817,402802.45960228855,2026-01-29,BZ,0.34,0.34,0.33,0.33,0.34,0.33,689383,234156.83,False,3920.5552577802036,0.016743288068002134,1.6743288068002133,0.029411764705882353,True,False
gap_fade_050,SITINET,INE965H01011,2026-01-30,2026-01-30,0.34,2026-01-30,0.34,SHORT,-0.0,0.002,-0.002,402802.45960228855,-805.6049192046048,401996.85468308395,2026-01-30,BZ,0.34,0.34,0.32,0.34,0.34,0.33,621428,207720.03,False,4028.0245960228854,0.01939160415113981,1.9391604151139807,0.029411764705882353,False,False
gap_fade_050,SITINET,INE965H01011,2026-02-02,2026-02-02,0.35,2026-02-02,0.34,SHORT,0.02857142857142847,0.002,0.026571428571428468,401996.85468308395,10681.630710150464,412678.4853932344,2026-02-02,BZ,0.35,0.35,0.33,0.34,0.35,0.34,575401,197092.9,False,4019.9685468308394,0.020396313346806708,2.0396313346806707,0.028571428571428574,True,False
gap_fade_050,SITINET,INE965H01011,2026-02-03,2026-02-03,0.35,2026-02-03,0.34,SHORT,0.02857142857142847,0.002,0.026571428571428468,412678.4853932344,10965.45689759159,423643.942290826,2026-02-03,BZ,0.35,0.35,0.34,0.34,0.35,0.34,977398,338355.33,False,4126.784853932344,0.01219660069765221,1.2196600697652211,0.028571428571428574,True,False
gap_fade_050,SITINET,INE965H01011,2026-02-04,2026-02-04,0.35,2026-02-04,0.35,SHORT,-0.0,0.002,-0.002,423643.942290826,-847.2878845816595,422796.65440624434,2026-02-04,BZ,0.35,0.35,0.34,0.35,0.35,0.34,416571,143779.53,False,4236.43942290826,0.029464830097220795,2.9464830097220793,0.028571428571428574,False,False
gap_fade_050,SITINET,INE965H01011,2026-02-06,2026-02-06,0.36,2026-02-06,0.35,SHORT,0.02777777777777779,0.002,0.02577777777777779,422796.65440624434,10898.758202472178,433695.4126087165,2026-02-06,BZ,0.36,0.36,0.35,0.35,0.36,0.35,370733,133115.1,False,4227.966544062443,0.031761735100393894,3.1761735100393893,0.02777777777777778,True,False
gap_fade_050,SITINET,INE965H01011,2026-02-10,2026-02-10,0.36,2026-02-10,0.36,SHORT,-0.0,0.002,-0.002,433695.4126087165,-867.3908252174733,432828.02178349905,2026-02-10,BZ,0.36,0.36,0.35,0.36,0.36,0.35,514699,184404.51,False,4336.954126087166,0.02351869878934721,2.3518698789347208,0.02777777777777778,False,False
gap_fade_050,SITINET,INE965H01011,2026-02-11,2026-02-11,0.37,2026-02-11,0.37,SHORT,-0.0,0.002,-0.002,432828.02178349905,-865.6560435669962,431962.36573993205,2026-02-11,BZ,0.37,0.37,0.36,0.37,0.37,0.36,418638,154536.09,False,4328.28021783499,0.028008216189726234,2.8008216189726234,0.02702702702702703,False,False
gap_fade_050,SITINET,INE965H01011,2026-02-13,2026-02-13,0.39,2026-02-13,0.39,SHORT,-0.0,0.002,-0.002,431962.36573993205,-863.9247314798413,431098.4410084522,2026-02-13,BZ,0.39,0.39,0.39,0.39,0.39,0.38,317364,123771.96,True,4319.623657399321,0.03489985661856951,3.489985661856951,0.02564102564102564,False,False
gap_fade_050,SITINET,INE965H01011,2026-02-16,2026-02-16,0.4,2026-02-16,0.39,SHORT,0.025000000000000022,0.002,0.02300000000000002,431098.4410084522,9915.264143194538,441013.70515164675,2026-02-16,BZ,0.4,0.4,0.38,0.39,0.4,0.39,1417428,562840.4,False,4310.984410084522,0.007659337194139798,0.7659337194139798,0.024999999999999998,True,False
gap_fade_050,SITINET,INE965H01011,2026-02-18,2026-02-18,0.41,2026-02-18,0.4,SHORT,0.024390243902438935,0.002,0.022390243902438933,441013.70515164675,9874.404422663618,450888.10957431037,2026-02-18,BZ,0.41,0.41,0.4,0.4,0.41,0.4,504472,206336.2,False,4410.137051516467,0.021373549825558807,2.137354982555881,0.024390243902439025,True,False
gap_fade_050,SITINET,INE965H01011,2026-02-19,2026-02-19,0.39,2026-02-19,0.4,LONG,0.025641025641025772,0.002,0.02364102564102577,450888.10957431037,10659.457359679916,461547.5669339903,2026-02-19,BZ,0.39,0.41,0.39,0.4,0.41,0.4,328226,131448.69,False,4508.881095743103,0.03430145325710818,3.430145325710818,0.02564102564102564,True,False
gap_fade_050,SITINET,INE965H01011,2026-02-20,2026-02-20,0.39,2026-02-20,0.39,LONG,0.0,0.002,-0.002,461547.5669339903,-923.0951338679879,460624.4718001223,2026-02-20,BZ,0.39,0.41,0.39,0.39,0.39,0.4,651298,255691.83,False,4615.475669339903,0.018050931347082553,1.8050931347082553,0.02564102564102564,False,False
gap_fade_050,SITINET,INE965H01011,2026-02-23,2026-02-23,0.38,2026-02-23,0.38,LONG,0.0,0.002,-0.002,460624.4718001223,-921.2489436002215,459703.2228565221,2026-02-23,BZ,0.38,0.39,0.38,0.38,0.38,0.39,309245,117521.15,False,4606.244718001223,0.03919502760142513,3.9195027601425134,0.02631578947368421,False,False
gap_fade_050,SITINET,INE965H01011,2026-02-24,2026-02-24,0.37,2026-02-24,0.37,LONG,0.0,0.002,-0.002,459703.2228565221,-919.4064457130153,458783.81641080906,2026-02-24,BZ,0.37,0.37,0.37,0.37,0.37,0.38,175538,64949.06,True,4597.032228565221,0.07077904173771293,7.077904173771293,0.02702702702702703,False,False
gap_fade_050,SITINET,INE965H01011,2026-02-25,2026-02-25,0.36,2026-02-25,0.36,LONG,0.0,0.002,-0.002,458783.81641080906,-917.5676328216796,457866.2487779874,2026-02-25,BZ,0.36,0.37,0.36,0.36,0.36,0.37,365337,131636.4,False,4587.8381641080905,0.034852352116193475,3.4852352116193477,0.02777777777777778,False,False
gap_fade_050,SITINET,INE965H01011,2026-02-26,2026-02-26,0.35,2026-02-26,0.35,LONG,0.0,0.002,-0.002,457866.2487779874,-915.7324975559604,456950.5162804314,2026-02-26,BZ,0.35,0.37,0.35,0.35,0.36,0.36,445313,158184.24,False,4578.662487779874,0.028945124291647983,2.894512429164798,0.028571428571428574,True,False
gap_fade_050,SITINET,INE965H01011,2026-02-27,2026-02-27,0.36,2026-02-27,0.35,SHORT,0.02777777777777779,0.002,0.02577777777777779,456950.5162804314,11779.168864117877,468729.6851445493,2026-02-27,BZ,0.36,0.36,0.34,0.35,0.36,0.35,424740,147915.13,False,4569.505162804314,0.030892750206177783,3.089275020617779,0.02777777777777778,True,False
gap_fade_050,SITINET,INE965H01011,2026-03-02,2026-03-02,0.34,2026-03-02,0.34,LONG,0.0,0.002,-0.002,468729.6851445493,-937.4593702891143,467792.2257742602,2026-03-02,BZ,0.34,0.34,0.34,0.34,0.34,0.35,414835,141043.9,True,4687.296851445493,0.033232893102399276,3.3232893102399275,0.029411764705882353,False,False
gap_fade_050,SITINET,INE965H01011,2026-03-05,2026-03-05,0.35,2026-03-05,0.33,SHORT,0.05714285714285705,0.002,0.05514285714285705,467792.2257742602,25795.399878409284,493587.62565266946,2026-03-05,BZ,0.35,0.35,0.33,0.33,0.33,0.34,408470,139212.67,False,4677.922257742602,0.03360270482379658,3.360270482379658,0.028571428571428574,False,False
gap_fade_050,SITINET,INE965H01011,2026-03-06,2026-03-06,0.32,2026-03-06,0.34,LONG,0.0625,0.002,0.0605,493587.62565266946,29862.051351986534,523449.677004656,2026-03-06,BZ,0.32,0.34,0.32,0.34,0.34,0.33,127572,42948.28,False,4935.876256526695,0.1149260519053777,11.49260519053777,0.03125,False,False
gap_fade_050,SITINET,INE965H01011,2026-03-10,2026-03-10,0.35,2026-03-10,0.33,SHORT,0.05714285714285705,0.002,0.05514285714285705,523449.677004656,28864.51076054253,552314.1877651985,2026-03-10,BZ,0.35,0.35,0.33,0.33,0.34,0.34,701446,234452.8,False,5234.49677004656,0.022326441697631937,2.2326441697631934,0.028571428571428574,True,False
gap_fade_050,SITINET,INE965H01011,2026-03-11,2026-03-11,0.34,2026-03-11,0.34,SHORT,-0.0,0.002,-0.002,552314.1877651985,-1104.6283755304758,551209.559389668,2026-03-11,BZ,0.34,0.34,0.33,0.34,0.34,0.33,229223,77466.76,False,5523.141877651985,0.07129692629008862,7.129692629008862,0.029411764705882353,False,False
gap_fade_050,SITINET,INE965H01011,2026-03-12,2026-03-12,0.35,2026-03-12,0.34,SHORT,0.02857142857142847,0.002,0.026571428571428468,551209.559389668,14646.42543521116,565855.9848248792,2026-03-12,BZ,0.35,0.35,0.34,0.34,0.35,0.34,270658,93998.42,False,5512.095593896681,0.05864030048480263,5.864030048480262,0.028571428571428574,True,False
gap_fade_050,SITINET,INE965H01011,2026-03-13,2026-03-13,0.35,2026-03-13,0.34,SHORT,0.02857142857142847,0.002,0.026571428571428468,565855.9848248792,15035.601882489515,580891.5867073687,2026-03-13,BZ,0.35,0.35,0.33,0.34,0.34,0.34,411832,140864.91,False,5658.559848248791,0.040170116519783326,4.017011651978333,0.028571428571428574,False,False
gap_fade_050,SITINET,INE965H01011,2026-03-17,2026-03-17,0.32,2026-03-17,0.33,LONG,0.03125,0.002,0.029249999999999998,580891.5867073687,16991.078911190503,597882.6656185592,2026-03-17,BZ,0.32,0.34,0.32,0.33,0.33,0.33,423565,139867.08,False,5808.915867073687,0.04153168756417656,4.153168756417656,0.03125,False,False
gap_fade_050,SITINET,INE965H01011,2026-03-18,2026-03-18,0.34,2026-03-18,0.33,SHORT,0.02941176470588236,0.002,0.027411764705882358,597882.6656185592,16389.01895166177,614271.684570221,2026-03-18,BZ,0.34,0.34,0.32,0.33,0.34,0.33,663976,218203.7,False,5978.826656185593,0.02740020749504061,2.7400207495040605,0.029411764705882353,True,False
gap_fade_050,SITINET,INE965H01011,2026-03-19,2026-03-19,0.34,2026-03-19,0.33,SHORT,0.02941176470588236,0.002,0.027411764705882358,614271.684570221,16838.27088292502,631109.955453146,2026-03-19,BZ,0.34,0.34,0.32,0.33,0.32,0.33,445185,147389.52,False,6142.71684570221,0.04167675453249465,4.167675453249465,0.029411764705882353,True,False
gap_fade_050,SITINET,INE965H01011,2026-03-20,2026-03-20,0.34,2026-03-20,0.32,SHORT,0.05882352941176472,0.002,0.05682352941176472,631109.955453146,35861.895115749445,666971.8505688955,2026-03-20,BZ,0.34,0.34,0.32,0.32,0.33,0.33,750817,242703.82,False,6311.09955453146,0.02600329716496205,2.600329716496205,0.029411764705882353,True,False
gap_fade_050,SITINET,INE965H01011,2026-03-23,2026-03-23,0.33,2026-03-23,0.31,SHORT,0.06060606060606066,0.002,0.05860606060606066,666971.8505688955,39088.5926969772,706060.4432658727,2026-03-23,BZ,0.33,0.33,0.31,0.31,0.32,0.32,427310,137438.06,False,6669.718505688955,0.048528904625756174,4.852890462575617,0.030303030303030304,True,False
gap_fade_050,SITINET,INE965H01011,2026-03-25,2026-03-25,0.33,2026-03-25,0.31,SHORT,0.06060606060606066,0.002,0.05860606060606066,706060.4432658727,41379.42112958175,747439.8643954544,2026-03-25,BZ,0.33,0.33,0.31,0.31,0.33,0.32,917226,295263.83,False,7060.604432658727,0.023912866105742538,2.3912866105742534,0.030303030303030304,True,False
gap_fade_050,SITINET,INE965H01011,2026-03-27,2026-03-27,0.32,2026-03-27,0.3,SHORT,0.0625,0.002,0.0605,747439.8643954544,45220.11179592507,792659.9761913795,2026-03-27,BZ,0.32,0.32,0.3,0.3,0.3,0.31,1912847,590425.36,False,7474.398643954544,0.012659345533454974,1.2659345533454973,0.03125,False,False
gap_fade_050,SITINET,INE965H01011,2026-03-30,2026-03-30,0.29,2026-03-30,0.29,LONG,0.0,0.002,-0.002,792659.9761913795,-1585.3199523828225,791074.6562389967,2026-03-30,BZ,0.29,0.31,0.29,0.29,0.29,0.3,1380205,405466.48,False,7926.599761913794,0.01954933429247664,1.9549334292476643,0.03448275862068966,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-01,2026-04-01,0.28,2026-04-01,0.3,LONG,0.0714285714285714,0.002,0.0694285714285714,791074.6562389967,54923.18327602174,845997.8395150184,2026-04-01,BZ,0.28,0.3,0.28,0.3,0.3,0.29,1100975,318042.05,False,7910.746562389966,0.02487327245686527,2.4873272456865267,0.03571428571428571,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-02,2026-04-02,0.31,2026-04-02,0.3,SHORT,0.032258064516129115,0.002,0.030258064516129113,845997.8395150184,25598.257208551513,871596.0967235699,2026-04-02,BZ,0.31,0.31,0.29,0.3,0.31,0.3,391250,120393.61,False,8459.978395150183,0.0702693306991142,7.026933069911421,0.03225806451612903,True,False
gap_fade_050,SITINET,INE965H01011,2026-04-06,2026-04-06,0.31,2026-04-06,0.3,SHORT,0.032258064516129115,0.002,0.030258064516129113,871596.0967235699,26372.810926668113,897968.907650238,2026-04-06,BZ,0.31,0.31,0.29,0.3,0.31,0.3,311558,95787.55,False,8715.960967235698,0.09099262865827237,9.099262865827239,0.03225806451612903,True,False
gap_fade_050,SITINET,INE965H01011,2026-04-07,2026-04-07,0.31,2026-04-07,0.31,SHORT,-0.0,0.002,-0.002,897968.907650238,-1795.9378153005382,896172.9698349375,2026-04-07,BZ,0.31,0.31,0.3,0.31,0.31,0.3,212946,65951.06,False,8979.68907650238,0.1361568574713186,13.61568574713186,0.03225806451612903,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-08,2026-04-08,0.32,2026-04-08,0.32,SHORT,-0.0,0.002,-0.002,896172.9698349375,-1792.345939669758,894380.6238952677,2026-04-08,BZ,0.32,0.32,0.31,0.32,0.32,0.31,194741,61856.63,False,8961.729698349374,0.14487904850861377,14.48790485086138,0.03125,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-09,2026-04-09,0.33,2026-04-09,0.33,SHORT,-0.0,0.002,-0.002,894380.6238952677,-1788.761247790535,892591.8626474772,2026-04-09,BZ,0.33,0.33,0.33,0.33,0.33,0.32,48270,15929.1,True,8943.806238952677,0.5614759301500195,56.14759301500196,0.030303030303030304,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-10,2026-04-10,0.34,2026-04-10,0.34,SHORT,-0.0,0.002,-0.002,892591.8626474772,-1785.1837252950063,890806.6789221822,2026-04-10,BZ,0.34,0.34,0.34,0.34,0.34,0.33,248019,84326.46,True,8925.918626474771,0.10584955927801037,10.584955927801039,0.029411764705882353,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-13,2026-04-13,0.35,2026-04-13,0.35,SHORT,-0.0,0.002,-0.002,890806.6789221822,-1781.6133578444133,889025.0655643378,2026-04-13,BZ,0.35,0.35,0.33,0.35,0.35,0.34,600742,207305.39,False,8908.066789221823,0.042970743738123846,4.297074373812384,0.028571428571428574,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-15,2026-04-15,0.36,2026-04-15,0.36,SHORT,-0.0,0.002,-0.002,889025.0655643378,-1778.0501311286353,887247.0154332091,2026-04-15,BZ,0.36,0.36,0.36,0.36,0.36,0.35,147134,52968.24,True,8890.250655643378,0.16784115642965253,16.78411564296525,0.02777777777777778,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-16,2026-04-16,0.37,2026-04-16,0.37,SHORT,-0.0,0.002,-0.002,887247.0154332091,-1774.4940308663063,885472.5214023428,2026-04-16,BZ,0.37,0.37,0.37,0.37,0.37,0.36,130839,48410.43,True,8872.470154332092,0.1832760038349606,18.32760038349606,0.02702702702702703,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-17,2026-04-17,0.38,2026-04-17,0.38,SHORT,-0.0,0.002,-0.002,885472.5214023428,-1770.9450428046985,883701.5763595381,2026-04-17,BZ,0.38,0.38,0.36,0.38,0.38,0.37,319673,120886.25,False,8854.725214023429,0.07324840677929399,7.324840677929399,0.02631578947368421,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-20,2026-04-20,0.39,2026-04-20,0.39,SHORT,-0.0,0.002,-0.002,883701.5763595381,-1767.4031527190236,881934.1732068191,2026-04-20,BZ,0.39,0.39,0.39,0.39,0.39,0.38,147397,57484.83,True,8837.01576359538,0.15372778807200752,15.372778807200755,0.02564102564102564,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-21,2026-04-21,0.4,2026-04-21,0.38,SHORT,0.050000000000000044,0.002,0.04800000000000004,881934.1732068191,42332.84031392727,924267.0135207464,2026-04-21,BZ,0.4,0.4,0.38,0.38,0.38,0.39,1329697,523546.06,False,8819.341732068191,0.016845397961868323,1.6845397961868325,0.024999999999999998,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-22,2026-04-22,0.39,2026-04-22,0.38,SHORT,0.02564102564102566,0.002,0.02364102564102566,924267.0135207464,21850.62016579823,946117.6336865446,2026-04-22,BZ,0.39,0.39,0.38,0.38,0.38,0.38,513880,197789.29,False,9242.670135207463,0.046729881760571884,4.6729881760571885,0.02564102564102564,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-23,2026-04-23,0.39,2026-04-23,0.38,SHORT,0.02564102564102566,0.002,0.02364102564102566,946117.6336865446,22367.191237410298,968484.8249239549,2026-04-23,BZ,0.39,0.39,0.38,0.38,0.39,0.38,453501,175511.66,False,9461.176336865447,0.05390625521327441,5.390625521327441,0.02564102564102564,True,False
gap_fade_050,SITINET,INE965H01011,2026-04-24,2026-04-24,0.39,2026-04-24,0.38,SHORT,0.02564102564102566,0.002,0.02364102564102566,968484.8249239549,22895.97457897151,991380.7995029264,2026-04-24,BZ,0.39,0.39,0.38,0.38,0.39,0.38,295576,114275.17,False,9684.848249239549,0.08475024144999783,8.475024144999784,0.02564102564102564,True,False
gap_fade_050,SITINET,INE965H01011,2026-04-27,2026-04-27,0.39,2026-04-27,0.38,SHORT,0.02564102564102566,0.002,0.02364102564102566,991380.7995029264,23437.258901069406,1014818.0584039958,2026-04-27,BZ,0.39,0.39,0.37,0.38,0.38,0.38,337185,129264.59,False,9913.807995029265,0.07669391900000816,7.669391900000815,0.02564102564102564,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-28,2026-04-28,0.39,2026-04-28,0.37,SHORT,0.05128205128205132,0.002,0.04928205128205132,1014818.0584039958,50012.31559621752,1064830.3740002133,2026-04-28,BZ,0.39,0.39,0.37,0.37,0.37,0.38,412377,156386.95,False,10148.18058403996,0.0648914796537688,6.489147965376879,0.02564102564102564,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-29,2026-04-29,0.36,2026-04-29,0.36,LONG,0.0,0.002,-0.002,1064830.3740002133,-2129.6607480004895,1062700.7132522129,2026-04-29,BZ,0.36,0.38,0.36,0.36,0.36,0.37,477399,176062.15,False,10648.303740002133,0.06048036866528174,6.048036866528174,0.02777777777777778,False,False
gap_fade_050,SITINET,INE965H01011,2026-04-30,2026-04-30,0.37,2026-04-30,0.36,SHORT,0.027027027027027084,0.002,0.025027027027027082,1062700.7132522129,26596.23947220412,1089296.952724417,2026-04-30,BZ,0.37,0.37,0.35,0.36,0.37,0.36,349860,126950.06,False,10627.007132522129,0.08371013871535098,8.371013871535098,0.02702702702702703,True,False
gap_fade_050,SITINET,INE965H01011,2026-05-04,2026-05-04,0.37,2026-05-04,0.36,SHORT,0.027027027027027084,0.002,0.025027027027027082,1089296.952724417,27261.864276292035,1116558.817000709,2026-05-04,BZ,0.37,0.37,0.35,0.36,0.37,0.36,386548,141218.96,False,10892.96952724417,0.07713531899147374,7.713531899147374,0.02702702702702703,True,False
gap_fade_050,SITINET,INE965H01011,2026-05-05,2026-05-05,0.37,2026-05-05,0.37,SHORT,-0.0,0.002,-0.002,1116558.817000709,-2233.117634001421,1114325.6993667076,2026-05-05,BZ,0.37,0.37,0.36,0.37,0.37,0.36,566191,209069.94,False,11165.588170007091,0.05340599499864539,5.340599499864538,0.02702702702702703,False,False
gap_fade_050,SITINET,INE965H01011,2026-05-06,2026-05-06,0.38,2026-05-06,0.36,SHORT,0.052631578947368474,0.002,0.05063157894736847,1114325.6993667076,56420.06962056691,1170745.7689872745,2026-05-06,BZ,0.38,0.38,0.36,0.36,0.36,0.37,458212,169533.36,False,11143.256993667075,0.06572899276972435,6.572899276972436,0.02631578947368421,False,False
gap_fade_050,SITINET,INE965H01011,2026-05-07,2026-05-07,0.37,2026-05-07,0.36,SHORT,0.027027027027027084,0.002,0.025027027027027082,1170745.7689872745,29300.286002221983,1200046.0549894965,2026-05-07,BZ,0.37,0.37,0.35,0.36,0.36,0.36,656379,236574.13,False,11707.457689872745,0.04948748068891871,4.948748068891871,0.02702702702702703,False,False
gap_fade_050,SITINET,INE965H01011,2026-05-08,2026-05-08,0.37,2026-05-08,0.36,SHORT,0.027027027027027084,0.002,0.025027027027027082,1200046.0549894965,30033.58505189931,1230079.6400413958,2026-05-08,BZ,0.37,0.37,0.35,0.36,0.37,0.36,422426,153770.35,False,12000.460549894964,0.07804144654606668,7.8041446546066675,0.02702702702702703,True,False
gap_fade_050,SITINET,INE965H01011,2026-05-11,2026-05-11,0.37,2026-05-11,0.35,SHORT,0.05405405405405406,0.002,0.052054054054054055,1230079.6400413958,64030.63207350625,1294110.272114902,2026-05-11,BZ,0.37,0.37,0.35,0.35,0.35,0.36,411809,148422.15,False,12300.79640041396,0.0828770934824348,8.287709348243478,0.02702702702702703,False,False
gap_fade_050,SITINET,INE965H01011,2026-05-12,2026-05-12,0.36,2026-05-12,0.34,SHORT,0.05555555555555547,0.002,0.05355555555555547,1294110.272114902,69306.79457326466,1363417.0666881667,2026-05-12,BZ,0.36,0.36,0.34,0.34,0.35,0.35,602086,207651.52,False,12941.10272114902,0.06232125207245784,6.232125207245784,0.02777777777777778,True,False
gap_fade_050,SITINET,INE965H01011,2026-05-15,2026-05-15,0.34,2026-05-15,0.32,SHORT,0.05882352941176472,0.002,0.05682352941176472,1363417.0666881667,77474.169789457,1440891.2364776237,2026-05-15,BZ,0.34,0.34,0.32,0.32,0.33,0.33,1369351,442119.62,False,13634.170666881666,0.030838194122399874,3.0838194122399876,0.029411764705882353,True,False
gap_fade_050,SITINET,INE965H01011,2026-05-18,2026-05-18,0.33,2026-05-18,0.32,SHORT,0.030303030303030276,0.002,0.028303030303030274,1440891.2364776237,40781.58832939691,1481672.8248070206,2026-05-18,BZ,0.33,0.33,0.31,0.32,0.32,0.32,517023,168834.21,False,14408.912364776237,0.08534355901435045,8.534355901435045,0.030303030303030304,False,False
gap_fade_050,SITINET,INE965H01011,2026-05-19,2026-05-19,0.33,2026-05-19,0.33,SHORT,-0.0,0.002,-0.002,1481672.8248070206,-2963.3456496142317,1478709.4791574064,2026-05-19,BZ,0.33,0.33,0.31,0.33,0.33,0.32,734784,242210.09,False,14816.728248070207,0.0611730429895394,6.11730429895394,0.030303030303030304,False,False
gap_fade_050,SITINET,INE965H01011,2026-05-21,2026-05-21,0.34,2026-05-21,0.32,SHORT,0.05882352941176472,0.002,0.05682352941176472,1478709.4791574064,84025.49158035638,1562734.9707377627,2026-05-21,BZ,0.34,0.34,0.32,0.32,0.34,0.33,284935,95013.16,False,14787.094791574063,0.15563207024768003,15.563207024768005,0.029411764705882353,True,False
gap_fade_050,SITINET,INE965H01011,2026-05-22,2026-05-22,0.33,2026-05-22,0.33,SHORT,-0.0,0.002,-0.002,1562734.9707377627,-3125.4699414756615,1559609.500796287,2026-05-22,BZ,0.33,0.33,0.32,0.33,0.33,0.32,321841,105569.02,False,15627.349707377627,0.14802969381905437,14.802969381905436,0.030303030303030304,False,False
gap_fade_050,SITINET,INE965H01011,2026-05-25,2026-05-25,0.34,2026-05-25,0.33,SHORT,0.02941176470588236,0.002,0.027411764705882358,1559609.500796287,42751.64866888686,1602361.149465174,2026-05-25,BZ,0.34,0.34,0.32,0.33,0.32,0.33,432966,143834.51,False,15596.095007962871,0.10843082795612033,10.843082795612034,0.029411764705882353,True,False
gap_fade_050,SITINET,INE965H01011,2026-05-27,2026-05-27,0.34,2026-05-27,0.34,SHORT,-0.0,0.002,-0.002,1602361.149465174,-3204.722298930399,1599156.4271662435,2026-05-27,BZ,0.34,0.34,0.33,0.34,0.34,0.33,203058,69032.72,False,16023.61149465174,0.23211618337871864,23.211618337871865,0.029411764705882353,False,False
gap_fade_050,SITINET,INE965H01011,2026-05-29,2026-05-29,0.35,2026-05-29,0.34,SHORT,0.02857142857142847,0.002,0.026571428571428468,1599156.4271662435,42491.87077898858,1641648.2979452321,2026-05-29,BZ,0.35,0.35,0.33,0.34,0.35,0.34,1096354,382141.24,False,15991.564271662435,0.04184726116360128,4.184726116360128,0.028571428571428574,True,False
gap_fade_050,SITINET,INE965H01011,2026-06-01,2026-06-01,0.35,2026-06-01,0.34,SHORT,0.02857142857142847,0.002,0.026571428571428468,1641648.2979452321,43620.940488259075,1685269.2384334912,2026-06-01,BZ,0.35,0.35,0.33,0.34,0.35,0.34,776289,269253.2,False,16416.48297945232,0.06097042850169402,6.0970428501694025,0.028571428571428574,True,False
gap_fade_050,SITINET,INE965H01011,2026-06-03,2026-06-03,0.36,2026-06-03,0.36,SHORT,-0.0,0.002,-0.002,1685269.2384334912,-3370.538476866903,1681898.6999566243,2026-06-03,BZ,0.36,0.36,0.35,0.36,0.36,0.35,470831,169346.26,False,16852.692384334914,0.0995161769993321,9.951617699933209,0.02777777777777778,False,False
gap_fade_050,SITINET,INE965H01011,2026-06-04,2026-06-04,0.37,2026-06-04,0.37,SHORT,-0.0,0.002,-0.002,1681898.6999566243,-3363.7973999131937,1678534.902556711,2026-06-04,BZ,0.37,0.37,0.37,0.37,0.37,0.36,196316,72636.92,True,16818.98699956624,0.2315487358159768,23.154873581597684,0.02702702702702703,False,False
gap_fade_050,SITINET,INE965H01011,2026-06-05,2026-06-05,0.38,2026-06-05,0.37,SHORT,0.02631578947368418,0.002,0.02431578947368418,1678534.902556711,40814.90131480014,1719349.8038715112,2026-06-05,BZ,0.38,0.38,0.37,0.37,0.38,0.37,246476,92874.11,False,16785.349025567113,0.1807322732413491,18.07322732413491,0.02631578947368421,True,False
gap_fade_050,SITINET,INE965H01011,2026-06-08,2026-06-08,0.38,2026-06-08,0.37,SHORT,0.02631578947368418,0.002,0.02431578947368418,1719349.8038715112,41807.34786256007,1761157.1517340713,2026-06-08,BZ,0.38,0.38,0.37,0.37,0.38,0.37,896076,337442.78,False,17193.49803871511,0.050952336389343135,5.095233638934314,0.02631578947368421,True,False
gap_fade_050,SITINET,INE965H01011,2026-06-09,2026-06-09,0.38,2026-06-09,0.36,SHORT,0.052631578947368474,0.002,0.05063157894736847,1761157.1517340713,89170.16736674588,1850327.3191008172,2026-06-09,BZ,0.38,0.38,0.36,0.36,0.36,0.37,474898,175166.11,False,17611.57151734071,0.10054211695025204,10.054211695025204,0.02631578947368421,False,False
gap_fade_050,SITINET,INE965H01011,2026-06-10,2026-06-10,0.37,2026-06-10,0.36,SHORT,0.027027027027027084,0.002,0.025027027027027082,1850327.3191008172,46308.191823982634,1896635.5109247998,2026-06-10,BZ,0.37,0.37,0.35,0.36,0.36,0.36,417194,152504.62,False,18503.27319100817,0.12132926327745462,12.132926327745462,0.02702702702702703,False,False
gap_fade_050,SITINET,INE965H01011,2026-06-11,2026-06-11,0.37,2026-06-11,0.35,SHORT,0.05405405405405406,0.002,0.052054054054054055,1896635.5109247998,98727.56740651815,1995363.078331318,2026-06-11,BZ,0.37,0.37,0.35,0.35,0.35,0.36,241893,87971.06,False,18966.355109247997,0.21559766483714074,21.559766483714075,0.02702702702702703,False,False
